year,netprofitmargin,grossprofit,revenue,netincome,costandexpenses,costofgoodsandservices,netproft,ebit,interest,ebt,proftaftertax,grossprofitmargin,Sector
2021,197.425838585974,45319922.4346,45374000,89580000,976000.4687,54077.5654,37641288.2379,44343921.9659,60053.4507,44283868.5152,6642580.2773,99.88081816591,2
2021,183.147459727385,11990015.196,12105000,22170000,316202.5794,114984.804,9905510.0303,11673812.6166,20271.4045,11653541.2121,1748031.1818,99.0501048822801,0
2022,240.191517847013,43861540.0729,44069000,105850000,1701819.6947,207459.9271,35782017.3074,42159720.3782,63229.4283,42096490.9499,6314473.6425,99.5292384054551,2
2021,222.332240031355,48403811.5608,48477000,107780000,149488.5159,73188.4392,40931609.5338,48254323.0449,99488.2992,48154834.7457,7223225.2119,99.8490244049756,0
2022,155.02106741573,5546234.148,5696000,8830000,221157.1227,149765.852,4515173.2589,5325077.0253,13108.4854,5311968.5399,796795.281,97.3706837780899,2
2021,167.690708006428,21146877.2019,21158000,35480000,1003158.3028,11122.7981,17115324.9868,20143718.8991,8042.444,20135676.4551,3020351.4683,99.9474298227621,3
2021,114.072668999575,29951701.0243,30577000,34880000,335597.4747,625298.9757,25151550.1355,29616103.5496,26044.5666,29590058.983,4438508.8475,97.9550022052523,2
2020,203.921105932787,49709109.2086,50853000,103700000,1653763.3549,1143890.7914,40765141.4771,48055345.8537,96355.8806,47958989.9731,7193848.496,97.7505932955774,0
2020,130.662243205308,23298686.5394,23511000,30720000,1096478.8195,212313.4606,18844966.5063,22202207.7199,31658.889,22170548.8309,3325582.3246,99.0969611645613,2
2021,109.179677021299,55127791.8053,55917000,61050000,1948780.3827,789208.1947,45129091.7047,53179011.4226,85962.3583,53093049.0643,7963957.3596,98.5886077674053,0
2022,219.174570622917,11567885.2128,11703000,25650000,564345.4265,135114.7872,9341834.943,11003539.7863,13145.7357,10990394.0506,1648559.1076,98.8454687926173,1
2020,204.578181637619,39403222.3861,40278000,82400000,1662419.921,874777.6139,32061164.5787,37740802.4651,21785.3137,37719017.1514,5657852.5727,97.8281503205224,2
2021,136.079176710551,43029340.8658,43144000,58710000,672667.3249,114659.1342,35935413.6825,42356673.5409,79716.2674,42276957.2735,6341543.591,99.7342408348785,3
2020,140.050892547326,50741542.3519,51874000,72650000,2073635.4536,1132457.6481,41269622.954,48667906.8983,115409.3053,48552497.593,7282874.639,97.8169070283764,2
2023,162.870096734522,53626900.012,54479000,88730000,2283671.1196,852099.988,43618081.3462,51343228.8924,27839.0733,51315389.8191,7697308.4729,98.4359111070321,4
2022,154.203249571097,19689220.2339,19818000,30560000,982953.5107,128779.7661,15867626.5309,18706266.7232,38470.8045,18667795.9187,2800169.3878,99.3501878792007,2
2022,208.221410013651,44864240.1562,45418000,94570000,901832.0701,553759.8438,37325991.4327,43962408.0861,49476.9888,43912931.0973,6586939.6646,98.7807480650843,4
2020,214.469411611898,38144726.7208,38495000,82560000,597950.2319,350273.2792,31863109.2337,37546776.4889,60765.6257,37486010.8632,5622901.6295,99.0900811035199,2
2021,204.875367754033,30086804.2596,30931000,63370000,45403.7611,844195.7404,25520937.0252,30041400.4985,16768.7042,30024631.7943,4503694.7691,97.2707130697359,2
2023,101.693698866083,27326798.4228,27868000,28340000,13158.1276,541201.5772,23216183.3198,27313640.2952,483.4484,27313156.8468,4096973.527,98.0579819965552,3
2022,212.405176260598,26313262.7081,26892000,57120000,168379.1358,578737.2919,22189746.194,26144883.5723,39299.8147,26105583.7576,3915837.5636,97.8479202294363,3
2021,190.321384155521,45397877.1364,45833000,87230000,150377.3052,435122.8636,38456014.0752,45247499.8312,5130.331,45242369.5002,6786355.425,99.0506341203936,3
2020,88.4350788862606,45106613.7633,46079000,40750000,1103588.0634,972386.2367,37372489.4182,44003025.6999,35391.0902,43967634.6097,6595145.1915,97.8897410171662,0
2023,146.665436767826,53227347.474,54205000,79500000,857104.8491,977652.526,44423548.9353,52370242.6249,107243.8775,52262998.7474,7839449.8121,98.1963794373213,0
2023,140.827629682997,43258727.7484,44416000,62550000,388610.8285,1157272.2516,36341455.6987,42870116.9199,115463.1567,42754653.7632,6413198.0645,97.3944698946326,2
2021,60.9201835889399,43784620.7257,44665000,27210000,1942327.5069,880379.2743,35503805.2905,41842293.2188,73110.5241,41769182.6947,6265377.4042,98.0289280772417,2
2020,53.477148985316,47943197.5419,48488000,25930000,2302304.4377,544802.4581,38782403.2565,45640893.1042,14536.3318,45626356.7724,6843953.5159,98.8764179630011,4
2022,61.7475818236645,42232246.0219,43111000,26620000,1549965.6877,878753.9781,34488894.8941,40682280.3342,107109.8706,40575170.4636,6086275.5695,97.9616478900977,3
2023,183.374548221419,5178723.5431,5257000,9640000,151590.3301,78276.4569,4272739.8951,5027133.213,380.3952,5026752.8178,754012.9227,98.5110051949781,2
2020,89.4884085603806,55168589.2334,56119000,50220000,1473626.2251,950410.7666,45565499.5791,53694963.0083,88492.9152,53606470.0931,8040970.514,98.3064367387159,2
2020,285.399138107942,57029321.4248,58476000,166890000,190748.4823,1446678.5752,48239560.4167,56838572.9425,86148.9228,56752424.0197,8512863.603,97.5260302086326,2
2023,274.759188253998,10414075.1663,10693000,29380000,288314.0894,278924.8337,8603091.717,10125761.0769,4476.704,10121284.3729,1518192.6559,97.3915193706163,2
2020,128.294333508078,41195970.5768,41966000,53840000,1457738.0063,770029.4232,33727274.7383,39738232.5705,59085.8196,39679146.7509,5951872.0126,98.1651112252776,1
2021,262.712669898299,20941843.8979,21042000,55280000,913637.9403,100156.1021,17002779.8262,20028205.9576,24935.5738,20003270.3838,3000490.5576,99.5240181441878,2
2020,112.02905129369,10950769.1194,11015000,12340000,373711.2493,64230.8806,8968252.9342,10577057.8701,26172.0652,10550885.8049,1582632.8707,99.4168780699047,3
2022,246.273991207691,54859542.5992,55958000,137810000,2441169.9618,1098457.4008,44488551.3703,52418372.6374,78900.437,52339472.2004,7850920.8301,98.0369966746488,0
2020,98.9676603813336,18782522.6193,18986000,18790000,146793.8471,203477.3807,15801276.6574,18635728.7722,45991.5282,18589737.244,2788460.5866,98.9282767265353,0
2023,99.0299491429648,20669537.7707,21236000,21030000,812356.8113,566462.2293,16876930.8158,19857180.9594,1968.2349,19855212.7245,2978281.9087,97.3325380048032,2
2020,246.12090613518,37752249.2414,37831000,93110000,507370.6675,78750.7586,31613694.6216,37244878.5739,52296.6661,37192581.9078,5578887.2862,99.7918353768074,3
2020,68.7638384091574,46937307.959,47874000,32920000,2302095.9765,936692.041,37905703.2196,44635211.9825,40267.0183,44594944.9642,6689241.7446,98.0434222312738,2
2022,226.310407101982,45219147.3009,45959000,104010000,1344671.5391,739852.6991,37247533.2361,43874475.7618,53848.4252,43820627.3366,6573094.1005,98.3901897362867,2
2023,256.444647997906,30274788.1995,30568000,78390000,302002.1529,293211.8005,25432710.1015,29972786.0466,51950.6331,29920835.4135,4488125.312,99.0407884045407,1
2022,131.553060294153,40472521.2968,41679000,54830000,488474.5815,1206478.7032,33899294.6935,39984046.7153,102523.5465,39881523.1688,5982228.4753,97.1053079411694,1
2022,73.6231884057971,8491847.4725,8625000,6350000,18067.1753,133152.5275,7191827.5548,8473780.2972,12806.7033,8460973.5939,1269146.0391,98.4562025797102,2
2021,274.656679151061,27502257.136,28035000,77000000,331253.6673,532742.864,23077232.4588,27171003.4687,21318.223,27149685.2457,4072452.7869,98.0997222614589,1
2021,195.872596638091,44475006.4645,44677000,87510000,2198226.8687,201993.5355,35863404.8945,42276779.5958,84538.5435,42192241.0523,6328836.1578,99.5478802616559,2
2022,67.1590122317101,17143809.5996,17332000,11640000,18600.1286,188190.4004,14538705.4605,17125209.471,20850.1057,17104359.3653,2565653.9048,98.9142026286637,2
2022,269.8136506511,52267085.4322,53448000,144210000,2118316.1953,1180914.5678,42620111.2008,50148769.2369,7461.9418,50141307.2951,7521196.0943,97.7905355339769,2
2022,297.501385994762,51243968.298,52309000,155620000,1402263.3426,1065031.702,42251517.3195,49841704.9554,134037.5207,49707667.4347,7456150.1152,97.9639608824485,2
2023,103.067118103963,9847080.0895,10042000,10350000,250063.7261,194919.9105,8154207.9993,9597016.3634,3830.4819,9593185.8815,1438977.8822,98.058953291177,2
2023,99.575562247935,55362484.5695,56781000,56540000,2592520.0688,1418515.4305,44779879.5439,52769964.5007,87753.2726,52682211.2281,7902331.6842,97.501778005847,0
2022,240.554458369479,53343614.8204,54179000,130330000,330779.7421,835385.1796,45026793.6292,53012835.0783,40136.691,52972698.3873,7945904.7581,98.4581015160856,2
2023,148.944349163168,33532069.7333,33818000,50370000,1296558.0781,285930.2667,27385433.3885,32235511.6552,17354.7275,32218156.9277,4832723.5392,99.1545027302029,0
2023,148.745841053533,49225769.4791,50193000,74660000,1418839.1178,967230.5209,40553210.5141,47806930.3613,97270.933,47709659.4283,7156448.9142,98.0729772659534,2
2023,240.327283805545,22553720.8104,22977000,55220000,415187.8503,423279.1896,18770606.9408,22138532.9601,55465.9709,22083066.9892,3312460.0484,98.1578135109022,3
2022,123.812879626833,58545802.8802,59598000,73790000,235528.1238,1052197.1198,49534939.5289,58310274.7564,33875.3106,58276399.4458,8741459.9169,98.2345093462868,4
2022,149.9217993595,40069294.7577,40281000,60390000,966902.7594,211705.2423,33172552.1649,39102391.9983,75860.0396,39026531.9587,5853979.7938,99.4744290303121,1
2023,60.5711937538525,23644965.1038,24335000,14740000,854421.4433,690034.8962,19340241.4993,22790543.6605,37318.3672,22753225.2933,3412983.794,97.1644343694268,2
2021,246.573305979247,32680717.0234,33633000,82930000,621501.9908,952282.9766,27187540.715,32059215.0326,73873.0149,31985342.0177,4797801.3027,97.1686053084768,3
2023,241.852265887007,22596850.6192,23258000,56250000,373859.0377,661149.3808,18870999.0715,22222991.5815,21816.2033,22201175.3782,3330176.3067,97.1573248740218,3
2021,161.280246936263,52821352.1369,54427000,87780000,2140822.348,1605647.8631,43007599.462,50680529.7889,83353.9513,50597175.8376,7589576.3756,97.0499056293751,2
2020,115.043200378743,42220249.4575,42245000,48600000,863.097,24750.5425,35831134.0993,42219386.3605,65110.9495,42154275.411,6323141.3117,99.9414119008167,0
2023,238.326642721318,18811555.4733,18932000,45120000,478487.3103,120444.5267,15558264.0819,18333068.163,29228.0667,18303840.0963,2745576.0144,99.3638045283118,0
2021,252.116506182764,57181061.2767,58469000,147410000,432923.4876,1287938.7233,48186850.9352,56748137.7891,57724.9241,56690412.865,8503561.9298,97.7972280639313,2
2021,76.6053095194703,32904592.225,32922000,25220000,1360236.8474,17407.775,26743345.0322,31544355.3776,81596.5162,31462758.8614,4719413.8292,99.9471241874734,1
2022,288.76127973749,7227286.2246,7314000,21120000,73547.5594,86713.7754,6078225.3597,7153738.6652,2885.3009,7150853.3643,1072628.0046,98.8144137899918,2
2023,220.734719898,24400353.5096,25098000,55400000,573320.8452,697646.4904,20218837.9532,23827032.6644,40164.4842,23786868.1802,3568030.227,97.2203104215475,2
2020,214.692537889758,10103990.0552,10359000,22240000,119067.6535,255009.9448,8468065.8592,9984922.4017,22491.9791,9962430.4226,1494364.5634,97.5382764282267,2
2022,54.0868555749037,18861955.512,18951000,10250000,741481.3113,89044.488,15377145.0677,18120474.2007,29715.2975,18090758.9032,2713613.8355,99.5301330378344,0
2023,153.533564302274,38125554.8501,38389000,58940000,1696860.9743,263445.1499,30951826.3058,36428693.8758,14780.5748,36413913.301,5462086.9952,99.3137483396285,0
2022,153.488372093023,48504781.7659,49450000,75900000,1746895.8408,945218.2341,39636247.6807,46757885.9251,127006.3008,46630879.6243,6994631.9436,98.0885374436805,2
2023,280.218869175924,5920652.9957,6031000,16900000,77804.2563,110347.0043,4958670.2419,5842848.7394,9119.0431,5833729.6963,875059.4544,98.1703365229647,2
2021,173.956863535577,44521816.244,44649000,77670000,236422.3412,127183.756,37598977.9554,44285393.9028,51302.1906,44234091.7122,6635113.7568,99.7151475822527,1
2021,152.494860773687,5208856.5374,5351000,8160000,49499.9249,142143.4626,4373735.5115,5159356.6125,13785.4225,5145571.19,771835.6785,97.3436093702112,3
2021,75.608196776473,58984814.3987,59438000,44940000,551181.2472,453185.6013,49560998.2697,58433633.1515,126576.3636,58307056.7879,8746058.5182,99.2375490405128,2
2023,247.035219089248,27905216.8762,27911000,68950000,65954.2956,5783.1238,23658243.5938,27839262.5806,6034.8232,27833227.7574,4174984.1636,99.9792801268317,0
2021,267.382918353684,31081258.1968,31367000,83870000,742728.7268,285741.8032,25779651.0907,30338529.47,9528.1868,30329001.2832,4549350.1925,99.0890368756974,2
2023,79.4461037197937,54483808.7946,55245000,43890000,1449803.418,761191.2054,45065025.9167,53034005.3766,16327.8275,53017677.5491,7952651.6324,98.6221536692913,3
2022,256.050043735256,37426639.3375,37727000,96600000,1520025.8403,300360.6625,30469116.6912,35906613.4972,60593.8605,35846019.6367,5376902.9455,99.2038575489702,2
2022,262.832497269681,53601715.5528,54023000,141990000,1809599.36,421284.4472,43936136.6751,51792116.1928,102543.6339,51689572.5589,7753435.8838,99.2201757636562,3
2023,207.45484636972,27069226.1489,27794000,57660000,936208.5405,724773.8511,22164094.4773,26133017.6084,57612.341,26075405.2674,3911310.7901,97.3923370112255,2
2023,266.804926024117,46336182.2787,46772000,124790000,1312693.9288,435817.7213,38225814.2612,45023488.3499,51942.1603,44971546.1896,6745731.9284,99.0682080704267,0
2023,220.18437416826,40810340.0943,41329000,91000000,34276.0264,518659.9057,34593776.2077,40776064.0679,77503.8236,40698560.2443,6104784.0366,98.7450460797503,2
2023,190.942753219517,30156447.743,30517000,58270000,677178.2727,360552.257,25020594.1136,29479269.4703,43276.3955,29435993.0748,4415398.9612,98.8185199823049,2
2023,288.656495570974,49070576.8814,50011000,144360000,984158.5165,940423.1186,40801832.7902,48086418.3649,84262.1411,48002156.2238,7200323.4336,98.1195674579592,0
2022,176.8158279113,37052619.8712,37655000,66580000,1388850.2531,602380.1288,30263462.4232,35663769.6181,59696.179,35604073.4391,5340611.0159,98.4002652269287,0
2022,230.316742081448,17204347.8589,17680000,40720000,298084.9578,475652.1411,14359517.1824,16906262.9011,12713.2748,16893549.6263,2534032.4439,97.3096598354072,1
2022,265.192919487723,12046768.6015,12259000,32510000,396037.336,212231.3985,9881490.1231,11650731.2655,25448.7677,11625282.4978,1743792.3747,98.2687707113141,4
2020,193.509433962264,52514281.4912,53000000,102560000,1057748.6438,485718.5088,43661417.1774,51456532.8474,90159.6975,51366373.1499,7704955.9725,99.0835499833962,2
2021,74.0400514422194,10679560.2322,10886000,8060000,521827.679,206439.7678,8631440.742,10157732.5532,3096.3861,10154636.1671,1523195.4251,98.1036214605916,0
2022,158.688819039066,10957896.8562,11135000,17670000,522633.4933,177103.1438,8859364.1904,10435263.3629,12481.9624,10422781.4005,1563417.2101,98.4094912995061,1
2021,69.4408546566727,22787275.2794,23214000,16120000,998641.3156,426724.7206,18517101.2301,21788633.9638,3808.9872,21784824.9766,3267723.7465,98.1617785793056,2
2023,277.057197533489,18395127.5816,18812000,52120000,615311.9746,416872.4184,15112023.0734,17779815.607,964.9324,17778850.6746,2666827.6012,97.7840079821391,3
2022,291.004239533651,29379307.7819,30192000,87860000,1342973.4518,812692.2181,23817065.8623,28036334.3301,16256.845,28020077.4851,4203011.6228,97.3082531197006,2
2022,190.962357954545,11003971.9138,11264000,21510000,562640.9427,260028.0862,8854956.9704,10441330.9711,23734.5353,10417596.4358,1562639.4654,97.691512018821,0
2020,233.632553136244,53606956.8047,53918000,125970000,1539836.9655,311043.1953,44235237.3536,52067119.8392,25664.1291,52041455.7101,7806218.3565,99.4231180768945,2
2023,131.598359952651,57993839.1489,58291000,76710000,2447194.8548,297160.8511,47176805.3498,55546644.2941,44520.3531,55502123.941,8325318.5912,99.4902114372716,2
2020,193.772322551436,38786253.1312,39758000,77040000,593220.9801,971746.8688,32443181.6336,38193032.1511,24583.1704,38168448.9807,5725267.3471,97.5558456944514,2
2020,67.2493883195631,56344072.3737,56402000,37930000,1986539.6269,57927.6263,46099301.7328,54357532.7468,123060.12,54234472.6268,8135170.894,99.8972950847488,2
2023,156.566733202845,50955631.7516,51601000,80790000,1562952.8894,645368.2484,41899409.9622,49392678.8622,99255.3772,49293423.485,7394013.5228,98.7493105784772,2
2020,281.69701703852,20015373.5291,20483000,57700000,130963.5754,467626.4709,16886655.0725,19884409.9537,17756.9272,19866653.0265,2979997.954,97.717002046087,2
2022,144.123776890741,28258134.2806,28309000,40800000,227266.516,50865.7194,23766714.149,28030867.7646,70027.5893,27960840.1753,4194126.0263,99.8203196177894,1
2021,240.638520065642,13245711.4947,13406000,32260000,84755.9927,160288.5053,11181148.9001,13160955.502,6662.6784,13154292.8236,1973143.9235,98.8043524891839,1
2023,141.835407765187,43045359.4007,43064000,61080000,1224410.0496,18640.5993,35485536.6062,41820949.3511,73259.2261,41747690.125,6262153.5188,99.9567141944548,2
2023,161.630759284261,51040129.971,52589000,85000000,496791.0124,1548870.029,42926380.9569,50543338.9586,41714.3034,50501624.6552,7575243.6983,97.0547642491776,2
2022,120.70405899807,34137300.5889,34713000,41900000,426863.4649,575699.4111,28644723.9407,33710437.124,10761.8997,33699675.2243,5054951.2836,98.3415452104399,0
2020,61.9922476504009,37316710.3912,37666000,23350000,115995.8743,349289.6088,31573103.8506,37200714.5169,55886.4574,37144828.0595,5571724.2089,99.0726660415229,3
2021,204.532023719764,47876647.2806,49073000,100370000,1517571.5217,1196352.7194,39346089.8724,46359075.7589,69558.2619,46289517.497,6943427.6246,97.5620958176594,4
2023,273.271679805943,12851370.2865,13192000,36050000,582508.3059,340629.7135,10408560.1796,12268861.9806,23497.0634,12245364.9172,1836804.7376,97.4179069625531,2
2021,260.70239602382,41581164.2824,42654000,111200000,1980815.6774,1072835.7176,33611180.032,39600348.605,57783.8615,39542564.7435,5931384.7115,97.4847945852675,3
2020,225.691885009717,14678251.7123,14923000,33680000,92358.2478,244748.2877,12378037.7183,14585893.4645,23496.1489,14562397.3156,2184359.5973,98.3599257005964,1
2020,273.035198256668,41473699.2554,42218000,115270000,1140485.6541,744300.7446,34198524.7425,40333213.6013,99655.0807,40233558.5206,6035033.7781,98.2370061476148,2
2022,111.365336384037,22378171.976,22727000,25310000,196012.315,348828.024,18847839.3567,22182159.661,8231.0061,22173928.6549,3326089.2982,98.4651382760593,2
2022,77.045199850579,20876747.0418,21416000,16500000,512411.7046,539252.9582,17286672.053,20364335.3372,27074.0984,20337261.2388,3050589.1858,97.4820089736645,4
2023,244.53179483928199,46646470.8836,47319000,115710000,1746013.3139,672529.1164,38162560.4855,44900457.5697,3327.5867,44897129.983,6734569.4975,98.5787334550603,2
2021,282.748091603053,6408115.0558,6550000,18520000,266596.0344,141884.9442,5209973.1007,6141519.0214,12138.9029,6129380.1185,919407.0178,97.8338176458015,4
2023,202.233560495237,27651566.863,28027000,56680000,696190.4034,375433.137,22854294.7033,26955376.4596,67970.9263,26887405.5333,4033110.83,98.6604590680415,4
2022,231.76324317714,48840405.2827,49063000,113710000,2413042.0635,222594.7173,39380171.363,46427363.2192,97749.851,46329613.3682,6949442.0052,99.546308384526,3
2020,185.640377935926,40764611.6326,41171000,76430000,1788236.6402,406388.3674,33064475.2624,38976374.9924,76992.3308,38899382.6616,5834907.3992,99.0129256821549,0
2022,288.047314235646,40683538.0509,41087000,118350000,62060.8832,403461.9491,34450127.0446,40621477.1677,91915.9387,40529561.229,6079434.1844,99.0180301577141,1
2021,118.230621919442,31137978.9471,31853000,37660000,1369314.0684,715021.0529,25267735.5606,29768664.8787,41917.1603,29726747.7184,4459012.1578,97.7552473773271,0
2021,75.0396967679148,57276789.9864,58569000,43950000,2794383.8161,1292210.0136,46253569.9634,54482406.1703,66441.5075,54415964.6628,8162394.6994,97.7936963007734,4
2023,277.873205788861,49420851.1139,50649000,140740000,1688366.4735,1228148.8861,40512361.8016,47732484.6404,70882.5209,47661602.1195,7149240.3179,97.5751764376394,2
2021,122.823286965482,28610086.2038,29115000,35760000,561650.076,504913.7962,23835976.5023,28048436.1278,6110.831,28042325.2968,4206348.7945,98.2657949641078,2
2023,118.931735929115,23735682.7809,24039000,28590000,822934.5509,303317.2191,19447967.8997,22912748.23,32785.9951,22879962.2349,3431994.3352,98.7382286322226,3
2021,69.7249471052125,30270764.2404,31194000,21750000,186774.0341,923235.7596,25550262.2023,30083990.2063,24858.2036,30059132.0027,4508869.8004,97.0403418618965,2
2020,93.1297709923664,32185041.8427,32750000,30500000,955245.1382,564958.1573,26503844.7441,31229796.7045,48802.8879,31180993.8166,4677149.0725,98.2749369242748,4
2023,100.899591871621,45638366.2498,46799000,47220000,288663.3142,1160633.7502,38500863.2744,45349702.9356,54569.6716,45295133.264,6794269.9896,97.5199603619735,2
2023,255.834601725013,46826933.4327,47304000,121020000,1092310.7404,477066.5673,38778139.9169,45734622.6923,113281.6136,45621341.0787,6843201.1618,98.9914878925672,2
2023,188.577621596768,30233011.8106,30449000,57420000,843960.762,215988.1894,24926368.6386,29389051.0486,63911.4738,29325139.5748,4398770.9362,99.2906558855792,2
2022,279.278206235298,33183154.8056,33583000,93790000,530577.7837,399845.1944,27693308.1625,32652577.0219,72214.4778,32580362.5441,4887054.3816,98.8093821445374,4
2022,270.038511885565,52108777.1537,52711000,142340000,470631.5214,602222.8463,43874270.2313,51638145.6323,21357.1249,51616788.5074,7742518.2761,98.857500623589,2
2022,222.549691569568,43589427.1579,43770000,97410000,1991008.6078,180572.8421,35357230.3063,41598418.5501,1677.0133,41596741.5368,6239511.2305,99.5874506691798,1
2023,76.6382656019985,22005153.2775,22417000,17180000,428339.9193,411846.7225,18308027.5558,21576813.3582,37957.4102,21538855.948,3230828.3922,98.162792869251,2
2023,83.5482015989909,53573431.868,53909000,45040000,106975.7368,335568.132,45392970.9089,53466456.1312,62960.9443,53403495.1869,8010524.278,99.3775285536738,3
2022,73.2425538299947,51927850.7349,53316000,39050000,1232636.6328,1388149.2651,43011174.5093,50695214.1021,93832.3264,50601381.7757,7590207.2664,97.3963739494711,2
2020,105.317343276107,35853131.4042,35939000,37850000,1199078.033,85868.5958,29445985.7834,34654053.3712,11717.1554,34642336.2158,5196350.4324,99.7610712713208,0
2021,242.511613006567,12177259.1858,12486000,30280000,303575.51,308740.8142,10082218.0584,11873683.6758,12250.6659,11861433.0099,1779214.9515,97.527304066955,2
2022,290.433659743893,27453163.7727,27879000,80970000,1147122.4404,425836.2273,22357621.6897,26306041.3323,2956.9915,26303084.3408,3945462.6511,98.4725555891531,2
2022,62.767094017094,7457743.5468,7488000,4700000,333323.4569,30256.4532,6039252.7522,7124420.0899,19416.852,7105003.2379,1065750.4857,99.5959341185898,0
2022,159.422640285436,24385172.0692,24664000,39320000,100992.3306,278827.9308,20613641.6918,24284179.7386,32836.5718,24251343.1668,3637701.475,98.8694942799222,2
2023,204.45819948288,25473013.5227,25526000,52190000,413227.0375,52986.4773,21258059.5297,25059786.4852,50304.6855,25009481.7997,3751422.27,99.7924215415655,3
2021,61.4614523096615,43021840.848,43751000,26890000,1697920.1865,729159.152,35061481.1436,41323920.6615,75119.3161,41248801.3454,6187320.2018,98.3333886036891,4
2022,298.642030276046,17449121.2584,17968000,53660000,230397.1742,518878.7416,14597842.7195,17218724.0842,44791.473,17173932.6112,2576089.8917,97.1122064692787,0
2021,250.535385855736,38686876.4971,39691000,99440000,1847845.3532,1004123.5029,31292341.8652,36839031.1439,24511.3025,36814519.8414,5522177.9762,97.4701481371092,3
2021,186.640167825991,44864377.3846,45285000,84520000,1722297.5815,420622.6154,36666188.7696,43142079.8031,5387.133,43136692.6701,6470503.9005,99.0711656941592,2
2022,214.023478221457,22005349.6079,22063000,47220000,889635.3676,57650.3921,17942773.0814,21115714.2403,6569.4387,21109144.8016,3166371.7202,99.7387010284186,2
2020,164.234975093583,33220032.494,33927000,55720000,460544.5939,706967.506,27816348.713,32759487.9001,34371.7672,32725116.1329,4908767.4199,97.9162097857164,2
2021,88.8422346254288,57270028.604,58587000,52050000,851616.8997,1316971.396,47888804.4283,56418411.7043,78641.7886,56339769.9157,8450965.4874,97.7521098605493,3
2021,83.8579285666954,29364330.5437,30182000,25310000,873554.8481,817669.4563,24203832.9435,28490775.6956,15678.115,28475097.5806,4271264.6371,97.2908705311113,2
2021,65.7841715022566,49516870.5584,49632000,32650000,1470945.0366,115129.4416,40768154.843,48045925.5218,83390.4124,47962535.1094,7194380.2664,99.7680338459059,2
2022,172.927175669719,20274252.2165,20419000,35310000,650927.6494,144747.7835,16652858.9542,19623324.5671,31725.7974,19591598.7697,2938739.8155,99.2911122802292,1
2022,206.799406098907,51616717.8554,52534000,108640000,993934.978,917282.1446,42990185.0631,50622782.8774,46094.5679,50576688.3095,7586503.2464,98.2539267053718,2
2023,270.16060035689,39836134.7813,40909000,110520000,553973.4503,1072865.2187,33352964.8027,39282161.331,43379.2102,39238782.1208,5885817.3181,97.3774347485883,2
2020,184.223960141302,48250707.2468,48973000,90220000,538667.1308,722292.7532,40460174.9813,47712040.116,111834.2556,47600205.8604,7140030.8791,98.525120468013,2
2023,169.41536180858,43149003.0553,43172000,73140000,1667137.3883,22996.9447,35214457.0479,41481865.667,53092.6695,41428772.9975,6214315.9496,99.9467318060317,2
2022,134.669242960422,45965231.727,46061000,62030000,70753.6204,95768.273,38965697.1238,45894478.1066,52481.4904,45841996.6162,6876299.4924,99.7920838171121,2
2023,286.243137821439,53931286.7345,55376000,158510000,2728101.2066,1444713.2655,43400617.8958,51203185.5279,143635.0623,51059550.4656,7658932.5698,97.3910841059304,4
2020,92.151216224496,32170902.3534,32642000,30080000,767536.1489,471097.6466,26678425.9424,31403366.2045,16982.7428,31386383.4617,4707957.5193,98.5567745646713,3
2023,177.564487102579,9724139.542,10002000,17760000,86383.2892,277860.458,8190367.4703,9637756.2528,2029.8172,9635726.4356,1445358.9653,97.221951029794,2
2021,65.0904033379694,7147203.4177,7190000,4680000,239417.0352,42796.5823,5859370.2345,6907786.3825,14409.636,6893376.7465,1034006.512,99.4047763240612,1
2023,145.31566353764,10694633.2005,10866000,15790000,410858.882,171366.7995,8737707.7374,10283774.3185,4118.1568,10279656.1617,1541948.4243,98.422908158476,0
2023,166.648992576882,18693673.7084,18860000,31430000,727916.5073,166326.2916,15238487.7436,17965757.2011,38124.5616,17927632.6395,2689144.8959,99.1181002566278,4
2021,231.885682263939,51998923.3317,53535000,124140000,2093406.4501,1536076.6683,42363313.0178,49905516.8816,66325.096,49839191.7856,7475878.7678,97.1307057657607,0
2020,294.475357025961,57975015.2043,58049000,170940000,616366.4702,73984.7957,48738133.3326,57358648.7341,19668.3428,57338980.3913,8600847.0587,99.8725476826474,2
2021,75.5142017629775,10032934.2979,10210000,7710000,225318.7786,177065.7021,8318043.771,9807615.5193,21681.6711,9785933.8482,1467890.0772,98.2657619774731,3
2022,59.4157125937623,30003183.0465,30396000,18060000,939697.4585,392816.9535,24648656.2987,29063485.588,65066.4131,28998419.1749,4349762.8762,98.7076689251875,2
2020,108.701232032854,38439875.7913,38960000,42350000,1327830.1266,520124.2087,31527054.7501,37112045.6647,21393.0175,37090652.6472,5563597.8971,98.6649789304415,2
2021,293.519489952385,12231282.3268,12391000,36370000,420697.1284,159717.6732,10034748.4316,11810585.1984,4998.8083,11805586.3901,1770837.9585,98.7110186974417,2
2020,119.624988731633,32666433.9436,33279000,39810000,1437537.1727,612566.0564,26543730.9097,31228896.7709,978.0536,31227918.7173,4684187.8076,98.1593014922323,4
2023,220.21633150518,12922510.242,13128000,28910000,479983.8044,205489.758,10549594.2874,12442526.4376,31239.0407,12411287.3969,1861693.1095,98.4347215265082,2
2020,137.926298924239,42609830.9058,43690000,60260000,2160294.6804,1080169.0942,34321257.1973,40449536.2254,71586.5815,40377949.6439,6056692.4466,97.5276514209201,4
