company,year,netprofitmargin,grossprofit,revenue,netincome,costandexpenses,costofgoodsandservices,netproft,ebit,interest,ebt,proftaftertax,grossprofitmargin,YoY Revenue Change %,date,Sector
NVDA,2021,233.4553744,28099469.5,28952000,67590000,974480.9541,852530.5024,23040274.79,27124988.54,18782.9088,27106205.63,4065930.845,97.05536577,113347.482,1/11/2021,Technology
META,2021,138.7081565,30864280.18,31815000,44130000,639591.0907,950719.823,25671367.49,30224689.09,23080.2735,30201608.81,4530241.322,97.01172459,103138.4567,12/24/2021,Communication Service
TSLA,2021,110.8215256,26911319.92,27242000,30190000,869795.7875,330680.0753,22093817.79,26041524.14,48797.322,25992726.82,3898909.022,98.78613877,120468.6624,4/9/2021,Automotive Technology
MSFT,2021,171.0549672,16845884.24,16901000,28910000,383626.9085,55115.7589,13988691.66,16462257.33,4973.0254,16457284.31,2468592.646,99.67389055,194239.477,6/9/2021,Technology
TSLA,2021,125.5634256,24147286.75,24848000,31200000,1083439.908,700713.2514,19583516.63,23063846.84,24415.5087,23039431.33,3455914.7,97.1800014,132084.9445,9/5/2021,Automotive Technology
BABA,2021,293.5729576,19577671.17,20087000,58970000,281108.7367,509328.8333,16380721.25,19296562.43,25125.6658,19271436.76,2890715.515,97.46438576,163415.2835,12/14/2021,Consumer Discretionary
AAPL,2021,190.7466303,13055593.74,13206000,25190000,553025.8563,150406.2639,10615288.59,12502567.88,13993.073,12488574.81,1873286.221,98.8610763,248615.0916,6/28/2021,Technology
NFLX,2021,145.1020708,46283932.38,47663000,69160000,27562.7973,1379067.617,39240696,46256369.59,90844.8769,46165524.71,6924828.706,97.10662859,68811.55613,7/1/2021,Entertainment
AMZN,2021,70.31090202,19500833.44,19556000,13750000,315761.3943,55166.5588,16270469.71,19185072.05,43342.9748,19141729.07,2871259.361,99.71790469,167855.18,3/11/2021,Consumer Discretionary
AMZN,2021,89.14027149,34411054.67,35360000,31520000,1203457.187,948945.3268,28210088.27,33207597.49,19258.3441,33188339.14,4978250.871,97.31633109,92788.33428,10/27/2021,Consumer Discretionary
AAPL,2021,120.6946177,20729197.26,20846000,25160000,587449.3589,116802.7388,17088116.29,20141747.9,38081.6757,20103666.23,3015549.934,99.43968752,157461.7145,1/30/2021,Technology
ORCL,2021,186.1325441,27546532.58,28383000,52830000,465666.437,836467.4226,22988761.48,27080866.14,35264.4005,27045601.74,4056840.261,97.05292808,115621.7877,3/12/2021,Technology
GOOG,2021,223.4323004,23104928.41,23139000,51700000,410040.23,34071.5877,19241418.23,22694888.18,57925.5583,22636962.62,3395544.394,99.85275255,141847.8586,4/8/2021,Technology
BABA,2021,159.5266145,55813175.09,56022000,89370000,665815.4065,208824.9107,46793865.52,55147359.68,95753.1881,55051606.49,8257740.974,99.62724481,58529.31527,6/3/2021,Consumer Discretionary
AMZN,2021,53.41541804,21888640.93,22091000,11800000,101334.7902,202359.0734,18513233.93,21787306.14,7030.9277,21780275.21,3267041.281,99.08397504,148581.884,6/19/2021,Consumer Discretionary
ORCL,2021,119.057139,52242867.85,52521000,62530000,2280288.418,278132.1519,42369630.43,49962579.43,115955.3918,49846624.04,7476993.606,99.4704363,62437.48977,3/19/2021,Technology
TSLA,2021,158.4910575,44870850.79,46072000,73020000,438236.3977,1201149.214,37731322.49,44432614.39,42823.2284,44389791.16,6658468.674,97.39288676,71191.27236,11/25/2021,Automotive Technology
NFLX,2021,69.76095895,14307054.62,14349000,10010000,266422.9221,41945.378,11927896.67,14040631.7,7812.0852,14032819.61,2104922.942,99.70767734,228803.164,2/22/2021,Entertainment
NFLX,2021,195.7864821,32162242.21,32372000,63380000,905079.5875,209757.7892,26528742.55,31257162.62,46877.2657,31210285.36,4681542.804,99.35203945,101362.1123,10/2/2021,Entertainment
TSLA,2021,275.8507357,38462169.99,39554000,109110000,1122599.788,1091830.005,31674313.84,37339570.21,75671.5759,37263898.63,5589584.795,97.23964705,82939.17429,3/22/2021,Automotive Technology
META,2021,123.7320478,9868525.106,9957000,12320000,436951.0262,88474.894,7997486.652,9431574.08,22766.2544,9408807.825,1411321.174,99.11143021,329771.5979,8/11/2021,Communication Service
NFLX,2021,246.6342558,15603443.57,16044000,39570000,441767.1323,440556.431,12859793.32,15161676.44,32507.8275,15129168.61,2269375.291,97.2540736,204620.2381,4/1/2021,Entertainment
GOOG,2021,204.8753678,30086804.26,30931000,63370000,45403.7611,844195.7404,25520937.03,30041400.5,16768.7042,30024631.79,4503694.769,97.27071307,106088.9852,7/24/2021,Technology
BABA,2021,142.7434031,26205220.66,26376000,37650000,606314.3432,170779.337,21734740.85,25598906.32,28622.9689,25570283.35,3835542.503,99.35251995,124427.2786,3/20/2021,Consumer Discretionary
NVDA,2021,74.83189241,51050089.21,52050000,38950000,2093299.961,999910.7943,41563933.8,48956789.25,58043.5965,48898745.65,7334811.847,98.0789418,63003.39097,12/12/2021,Technology
MSFT,2021,241.2810577,8597746.334,8774000,21170000,182376.5352,176253.666,7152229.748,8415369.799,981.8603,8414387.939,1262158.191,97.99118229,374248.2448,1/9/2021,Technology
AMZN,2021,108.250533,49280169.01,49718000,53820000,1464326.543,437830.9852,40545928.05,47815842.47,114750.6438,47701091.83,7155163.774,99.11937128,65963.2266,2/21/2021,Consumer Discretionary
AAPL,2021,247.5502837,5746256.572,5817000,14400000,61882.2617,70743.428,4823683.495,5684374.31,9452.551,5674921.759,851238.2639,98.7838503,564543.5448,1/31/2021,Technology
GOOG,2021,272.0388078,28473888.79,28654000,77950000,601733.6243,180111.2149,23688369.43,27872155.16,3485.2441,27868669.92,4180300.488,99.37142732,114527.3295,8/9/2021,Technology
META,2021,168.5563998,41701014.28,42775000,72100000,334418.8295,1073985.722,35127357.9,41366595.45,40292.0356,41326303.41,6198945.512,97.48922099,76686.24196,4/28/2021,Communication Service
META,2021,196.6292135,34695892.36,35600000,70000000,1492896.31,904107.6433,28214222.21,33202996.05,9793.4451,33193202.6,4978980.39,97.46037179,92162.12079,5/18/2021,Communication Service
NVDA,2021,137.5193798,51440278.48,51600000,70960000,994211.5759,159721.5228,42784678.88,50446066.9,111150.5725,50334916.33,7550237.449,99.69046217,63553.71124,11/28/2021,Technology
NFLX,2021,183.1474597,11990015.2,12105000,22170000,316202.5794,114984.804,9905510.03,11673812.62,20271.4045,11653541.21,1748031.182,99.05010488,271236.7617,1/28/2021,Entertainment
META,2021,204.5320237,47876647.28,49073000,100370000,1517571.522,1196352.719,39346089.87,46359075.76,69558.2619,46289517.5,6943427.625,97.56209582,66831.54077,7/16/2021,Communication Service
MSFT,2021,113.947813,10600142.8,10654000,12140000,401304.6573,53857.1996,8654301.27,10198838.14,17307.2376,10181530.91,1527229.636,99.49448846,308190.9236,5/21/2021,Technology
MSFT,2021,213.8767837,45696809.49,46812000,100120000,2122226.599,1115190.507,36942937.76,43574582.89,112303.1789,43462279.72,6519341.957,97.61772514,70064.30616,2/18/2021,Technology
ORCL,2021,279.4834892,24341057.33,25014000,69910000,442699.186,672942.6718,20305414.45,23898358.14,9635.2569,23888722.89,3583308.433,97.30973586,131207.7277,2/26/2021,Technology
ORCL,2021,195.6717377,22783599.98,23335000,45660000,328543.1342,551400.0162,19065566.08,22455056.85,24979.1114,22430077.74,3364511.661,97.63702586,140655.5817,7/21/2021,Technology
NFLX,2021,284.4912132,37558118.46,37727000,107330000,988030.7111,168881.5366,31064836.55,36570087.75,23221.2218,36546866.53,5482029.98,99.55235896,86960.50044,11/2/2021,Entertainment
AMZN,2021,123.9461618,13430044.49,13522000,16760000,561766.8814,91955.5084,10912791.15,12868277.61,29699.7887,12838577.82,1925786.673,99.31995631,242802.788,3/15/2021,Consumer Discretionary
ORCL,2021,88.56244551,37299224.8,37849000,33520000,122096.7617,549775.2006,31517715.63,37177128.04,97462.5872,37079665.45,5561949.818,98.54745119,86679.87529,10/5/2021,Technology
MSFT,2021,60.92018359,43784620.73,44665000,27210000,1942327.507,880379.2743,35503805.29,41842293.22,73110.5241,41769182.69,6265377.404,98.02892808,73437.03123,11/19/2021,Technology
META,2021,202.6505735,56885492.15,58327000,118200000,1427501.811,1441507.852,47090304.65,55457990.34,57631.9251,55400358.41,8310053.762,97.52857536,56212.3682,5/3/2021,Communication Service
NVDA,2021,127.3748218,34259051.21,34371000,43780000,1633400.113,111948.7911,27717189.57,32625651.1,17192.7797,32608458.32,4891268.747,99.67429289,95461.12711,4/21/2021,Technology
NVDA,2021,286.7900598,24986786.55,25231000,72360000,696404.9048,244213.4456,20638143.89,24290381.65,10212.3639,24280169.29,3642025.393,99.03208971,130078.4115,4/21/2021,Technology
ORCL,2021,63.03876261,52849756.95,53015000,33420000,270336.352,165243.054,44604519.37,52579420.59,103515.4541,52475905.14,7871385.771,99.68830887,61854.75809,5/18/2021,Technology
META,2021,282.7480916,6408115.056,6550000,18520000,266596.0344,141884.9442,5209973.101,6141519.021,12138.9029,6129380.119,919407.0178,97.83381765,501355.1908,8/4/2021,Communication Service
META,2021,121.7377467,12518637.47,12568000,15300000,9163.3207,49362.5343,10628712.06,12509474.15,5107.0147,12504367.13,1875655.07,99.60723636,261240.8259,10/31/2021,Communication Service
NVDA,2021,167.2800411,45345795.68,46736000,78180000,958651.0668,1390204.325,37640598.55,44387144.61,104087.4893,44283057.12,6642458.568,97.02541012,70178.40423,1/7/2021,Technology
AMZN,2021,231.8099136,34793420.36,35184000,81560000,1175537.349,390579.6351,28531736.58,33617883.02,51134.0987,33566748.92,5035012.338,98.88989417,93252.98715,4/7/2021,Consumer Discretionary
META,2021,221.1718735,50578445.17,50671000,112070000,1331092.953,92554.8271,41793497.62,49247352.22,78531.4893,49168820.73,7375323.11,99.81734162,64720.73573,7/21/2021,Communication Service
NVDA,2021,65.7841715,49516870.56,49632000,32650000,1470945.037,115129.4416,40768154.84,48045925.52,83390.4124,47962535.11,7194380.266,99.76803385,66077.69786,12/31/2021,Technology
BABA,2021,85.69238542,56338886.47,57403000,49190000,2086981.505,1064113.53,46060825.64,54251904.96,62698.3341,54189206.63,8128380.995,98.14624056,57118.81261,8/8/2021,Consumer Discretionary
ORCL,2021,287.2154529,41465893.68,42348000,121630000,1507977.644,882106.318,33900296.86,39957916.04,75213.8478,39882702.19,5982405.329,97.91700596,77460.48692,11/20/2021,Technology
NVDA,2021,263.1758195,11702584.02,11745000,30910000,342451.5359,42415.9763,9640051.095,11360132.49,18895.9052,11341236.58,1701185.487,99.63885929,279553.5973,10/28/2021,Technology
NVDA,2021,161.2802469,52821352.14,54427000,87780000,2140822.348,1605647.863,43007599.46,50680529.79,83353.9513,50597175.84,7589576.376,97.04990563,60247.46541,8/2/2021,Technology
AMZN,2021,173.5294118,17940220.61,18020000,31270000,106340.256,79779.3924,15125611.51,17833880.35,39043.2852,17794837.07,2669225.56,99.55727307,182171.4484,2/5/2021,Consumer Discretionary
GOOG,2021,210.5812144,57903737.95,58481000,123150000,113760.1757,577262.0488,49032895.63,57789977.78,104218.2115,57685759.56,8652863.935,99.01290667,56064.07893,9/11/2021,Technology
BABA,2021,82.26052342,47080710.18,47228000,38850000,20591.8183,147289.8242,39961262.83,47060118.36,46867.9746,47013250.38,7051987.557,99.6881303,69446.27551,7/23/2021,Consumer Discretionary
TSLA,2021,283.649698,13829875.85,13908000,39450000,273008.766,78124.1504,11495646.86,13556867.08,32576.6584,13524290.43,2028643.564,99.43827905,236061.31,8/2/2021,Automotive Technology
ORCL,2021,206.090455,14362498.69,14416000,29710000,335450.9635,53501.3131,11900662.66,14027047.72,26268.118,14000779.61,2100116.941,99.62887546,227739.3105,4/12/2021,Technology
META,2021,229.5872386,21651210.93,22192000,50950000,586879.3871,540789.0685,17903113.96,21064331.54,1844.528,21062487.02,3159373.053,97.56313506,147905.2046,1/7/2021,Communication Service
AMZN,2021,178.6761302,31922077.4,32405000,57900000,81595.2075,482922.6005,27039237.03,31840482.19,29615.1017,31810867.09,4771630.064,98.50972813,101258.7872,6/1/2021,Consumer Discretionary
NFLX,2021,231.8856823,51998923.33,53535000,124140000,2093406.45,1536076.668,42363313.02,49905516.88,66325.096,49839191.79,7475878.768,97.13070577,61252.97469,10/3/2021,Entertainment
BABA,2021,122.1380168,24228681.47,24939000,30460000,472336.1299,710318.5336,20168403.49,23756345.34,28811.8165,23727533.52,3559130.028,97.1517762,131602.6144,8/4/2021,Consumer Discretionary
MSFT,2021,150.3343385,37662679.64,38135000,57330000,296749.5823,472320.3555,31731940.62,37365930.06,34235.2194,37331694.84,5599754.226,98.7614518,86029.05467,4/11/2021,Technology
ORCL,2021,195.8725966,44475006.46,44677000,87510000,2198226.869,201993.5355,35863404.89,42276779.6,84538.5435,42192241.05,6328836.158,99.54788026,73417.27958,8/26/2021,Technology
NFLX,2021,100.9634468,27459100.54,27713000,27980000,351694.6609,253899.4572,23007645.29,27107405.88,39587.8917,27067817.99,4060172.699,99.08382543,118419.5215,6/20/2021,Entertainment
AAPL,2021,190.2290623,32889029.03,33528000,63780000,581556.0346,638970.9693,27436212.87,32307473,29575.5072,32277897.49,4841684.623,98.09421687,97863.8362,6/22/2021,Technology
NVDA,2021,184.6220678,15905493.61,16114000,29750000,279603.9811,208506.3869,13267802.88,15625889.63,16709.7726,15609179.86,2341376.979,98.70605444,203730.9234,7/24/2021,Technology
ORCL,2021,217.4529588,17806439.44,18335000,39870000,624187.0876,528560.5633,14575382.19,17182252.35,34743.8959,17147508.45,2572126.268,97.11720445,179039.9782,8/31/2021,Technology
BABA,2021,63.11272981,39057167.07,40087000,25300000,1916898.158,1029832.931,31543746.66,37140268.91,29978.7254,37110290.19,5566543.528,97.43100524,81835.0787,9/27/2021,Consumer Discretionary
GOOG,2021,230.7669968,33490551.49,34433000,79460000,1334109.16,942448.5103,27312266.93,32156442.33,24363.5879,32132078.74,4819811.811,97.26294976,95289.05991,7/31/2021,Technology
AAPL,2021,259.3982276,27951692.87,27984000,72590000,954909.185,32307.1302,22898246.2,26996783.68,57670.5099,26939113.17,4040866.976,99.88455142,117271.766,7/1/2021,Technology
META,2021,212.0675927,44613620.58,45212000,95880000,26447.7855,598379.4243,37890033.39,44587172.79,10662.9219,44576509.87,6686476.48,98.67650309,72547.3392,10/5/2021,Communication Service
ORCL,2021,264.0595141,14243096.87,14652000,38690000,478013.706,408903.1345,11688922.39,13765083.16,13409.7569,13751673.4,2062751.01,97.20923332,224069.499,11/21/2021,Technology
GOOG,2021,169.3590765,58170719.89,58993000,99910000,2867192.213,822280.1087,46908695.8,55303527.68,116826.7345,55186700.94,8278005.142,98.60613953,55576.63113,4/24/2021,Technology
NVDA,2021,220.0759029,45761408.23,46902000,103220000,1516811.77,1140591.773,37603252.07,44244596.46,5476.3745,44239120.08,6635868.013,97.5681383,69929.66824,7/15/2021,Technology
BABA,2021,87.45445081,35559097.37,36499000,31920000,1293037.355,939902.6256,29120738.11,34266060.02,6368.1284,34259691.89,5138953.784,97.42485376,89889.62985,5/25/2021,Consumer Discretionary
BABA,2021,136.9431419,40795320.98,40944000,56070000,961529.1259,148679.0186,33848266.14,39833791.86,12302.2811,39821489.57,5973223.436,99.63687227,80120.0933,6/28/2021,Consumer Discretionary
AAPL,2021,75.24182686,15950610.22,16334000,12290000,591759.7911,383389.779,13045504.41,15358850.43,11198.1873,15347652.24,2302147.836,97.65281144,200985.5577,9/16/2021,Technology
AAPL,2021,150.5576208,45543015.77,45730000,68850000,952578.1175,186984.2257,37819064.51,44590437.66,97420.5906,44493017.07,6673952.56,99.59111256,71724.43691,2/25/2021,Technology
AMZN,2021,244.0257254,46080842.64,46491000,113450000,1708422.158,410157.3581,37622442.84,44372420.48,110723.0282,44261697.46,6639254.618,99.11777041,70548.75998,3/29/2021,Consumer Discretionary
META,2021,85.79895356,21424641.58,21597000,18530000,795207.623,172358.4161,17491654.62,20629433.96,51016.7602,20578417.2,3086762.58,99.20193353,151982.7661,3/23/2021,Communication Service
BABA,2021,118.7918979,27627414.42,27746000,32960000,1195045.437,118585.5774,22416481.09,26432368.99,60038.2867,26372330.7,3955849.605,99.57260298,118278.5591,1/23/2021,Consumer Discretionary
BABA,2021,156.8095359,39189197.43,39430000,61830000,24584.5338,240802.5654,33272141.55,39164612.9,20916.9636,39143695.94,5871554.391,99.38929098,83200.31702,1/7/2021,Consumer Discretionary
AMZN,2021,226.9161135,21193963.11,21541000,48880000,814104.8877,347036.889,17317856.76,20379858.22,5909.0899,20373949.13,3056092.37,98.38894718,152378.1347,12/20/2021,Consumer Discretionary
BABA,2021,113.7579183,26026947.78,26363000,29990000,1183135.843,336052.2192,21061196.58,24843811.94,65933.6063,24777878.33,3716681.75,98.7252884,124488.6849,8/29/2021,Consumer Discretionary
GOOG,2021,144.3522655,7785867.663,7835000,11310000,335554.2413,49132.3369,6331750.555,7450313.422,1195.1223,7449118.3,1117367.745,99.3729121,419112.6994,5/17/2021,Technology
ORCL,2021,267.3829184,31081258.2,31367000,83870000,742728.7268,285741.8032,25779651.09,30338529.47,9528.1868,30329001.28,4549350.193,99.08903688,104612.9627,3/12/2021,Technology
AMZN,2021,109.8265896,26263280.28,26815000,29450000,251242.361,551719.7212,22107337.31,26012037.92,3405.7915,26008632.13,3901294.819,97.94249591,122388.5885,3/26/2021,Consumer Discretionary
MSFT,2021,172.0868727,43753397.66,44617000,76780000,563704.923,863602.3399,36685427.13,43189692.74,30366.6967,43159326.04,6473898.906,98.06440966,73516.14407,5/31/2021,Technology
NFLX,2021,74.04005144,10679560.23,10886000,8060000,521827.679,206439.7678,8631440.742,10157732.55,3096.3861,10154636.17,1523195.425,98.10362146,301620.6963,11/2/2021,Entertainment
MSFT,2021,181.6019542,15368433.27,15556000,28250000,605765.7752,187566.7252,12522445.51,14762667.5,30378.6684,14732288.83,2209843.325,98.79424836,211042.4209,6/26/2021,Technology
AMZN,2021,223.0712846,53655049.31,54570000,121730000,398427.5084,914950.694,45192316.56,53256621.8,89190.5518,53167431.25,7975114.687,98.32334489,60089.32564,6/13/2021,Consumer Discretionary
AAPL,2021,238.0722504,37066346.19,37287000,88770000,1380139.177,220653.8075,30290608.11,35686207.02,50197.4762,35636009.54,5345401.431,99.40822859,87987.84563,11/4/2021,Technology
NFLX,2021,222.33224,48403811.56,48477000,107780000,149488.5159,73188.4392,40931609.53,48254323.04,99488.2992,48154834.75,7223225.212,99.8490244,67654.42994,6/15/2021,Entertainment
ORCL,2020,191.4863092,48785432.86,48792000,93430000,511540.1234,6567.1389,40967782.88,48273892.74,76501.1108,48197391.63,7229608.744,99.98654054,67217.00894,6/7/2020,Technology
NVDA,2020,140.549161,28529314.44,28844000,40540000,1244582.098,314685.5585,23165565.42,27284732.34,31125.9668,27253606.38,4088040.957,98.9090086,113772.2611,5/5/2020,Technology
TSLA,2020,97.7733884,33267957.69,33414000,32670000,611144.8546,146042.3093,27739329.71,32656812.84,22307.2962,32634505.54,4895175.831,99.56293078,98198.06369,1/4/2020,Automotive Technology
META,2020,287.7142483,45242888.15,45858000,131940000,2083434.3,615111.8544,36589279.19,43159453.85,113243.0362,43046210.81,6456931.621,98.65865966,71523.95874,12/18/2020,Communication Service
NVDA,2020,193.509434,52514281.49,53000000,102560000,1057748.644,485718.5088,43661417.18,51456532.85,90159.6975,51366373.15,7704955.973,99.08354998,61872.29245,8/5/2020,Technology
TSLA,2020,79.61116232,59061935.79,59665000,47500000,2712192.249,603064.2105,47886112.74,56349743.54,13140.3142,56336603.23,8450490.484,98.98924963,54949.55166,1/28/2020,Automotive Technology
TSLA,2020,235.0116792,37943712.47,38530000,90550000,436086.5235,586287.5285,31867769.28,37507625.95,16132.6729,37491493.28,5623723.991,98.47836094,85146.08098,3/16/2020,Automotive Technology
NVDA,2020,280.9886465,42330238.45,42806000,120280000,204032.4099,475761.5524,35751098.82,42126206.04,66089.7798,42060116.26,6309017.439,98.8885634,76630.63356,3/30/2020,Technology
GOOG,2020,233.6325531,53606956.8,53918000,125970000,1539836.966,311043.1953,44235237.35,52067119.84,25664.1291,52041455.71,7806218.357,99.42311808,60817.16124,3/30/2020,Technology
ORCL,2020,218.0705616,58601740.62,59976000,130790000,193748.7144,1374259.383,49643211.99,58407991.9,4213.0889,58403778.81,8760566.822,97.70865116,54664.09731,11/15/2020,Technology
TSLA,2020,93.80255903,45683521.45,46971000,44060000,43413.4785,1287478.548,38755942.42,45640107.97,44881.5996,45595226.37,6839283.956,97.25899268,69826.79526,4/29/2020,Automotive Technology
NVDA,2020,130.8189075,21828088.45,22298000,29170000,665743.9497,469911.5491,17966276.27,21162344.5,25548.8877,21136795.61,3170519.342,97.89258432,147201.619,5/8/2020,Technology
NFLX,2020,185.6403779,40764611.63,41171000,76430000,1788236.64,406388.3674,33064475.26,38976374.99,76992.3308,38899382.66,5834907.399,99.01292568,79677.79262,10/24/2020,Entertainment
NFLX,2020,140.4321995,14926189.12,15317000,21510000,326699.1834,390810.8842,12396481.44,14599489.93,15394.1259,14584095.81,2187614.371,97.44851548,214336.9981,1/20/2020,Entertainment
NVDA,2020,207.4984821,6575497.116,6588000,13670000,171305.9565,12502.884,5440661.496,6404191.16,3412.9293,6400778.23,960116.7345,99.8102173,498462.7656,9/26/2020,Technology
NFLX,2020,260.3260556,17113377.8,17359000,45190000,747157.2372,245622.1992,13911117.25,16366220.56,200.2722,16366020.29,2454903.044,98.58504407,189112.0226,9/20/2020,Entertainment
NVDA,2020,164.2349751,33220032.49,33927000,55720000,460544.5939,706967.506,27816348.71,32759487.9,34371.7672,32725116.13,4908767.42,97.91620979,96711.72812,11/16/2020,Technology
NVDA,2020,108.701232,38439875.79,38960000,42350000,1327830.127,520124.2087,31527054.75,37112045.66,21393.0175,37090652.65,5563597.897,98.66497893,84205.22331,4/8/2020,Technology
GOOG,2020,223.4881981,28521243.95,29402000,65710000,1311948.254,880756.0522,23092104.2,27209295.69,42114.2801,27167181.41,4075077.212,97.00443489,111611.1591,6/6/2020,Technology
AAPL,2020,64.05148636,22618287.79,22841000,14630000,184294.6258,222712.2086,19034987.09,22433993.17,39890.7058,22394102.46,3359115.369,99.02494546,143699.8117,9/2/2020,Technology
MSFT,2020,136.40553,28613071.4,29295000,39960000,1372683.682,681928.5963,23145192.6,27240387.72,10749.3716,27229638.35,4084445.753,97.67220141,112019.1842,1/8/2020,Technology
META,2020,53.47714899,47943197.54,48488000,25930000,2302304.438,544802.4581,38782403.26,45640893.1,14536.3318,45626356.77,6843953.516,98.87641796,67639.05915,7/19/2020,Communication Service
BABA,2020,218.2054443,29655693.63,30013000,65490000,336644.7733,357306.3722,24871659.17,29319048.85,58273.3562,29260775.5,4389116.325,98.80949464,109336.9607,7/9/2020,Consumer Discretionary
NFLX,2020,286.5699874,12659308.21,12688000,36360000,42899.3896,28691.793,10707017.39,12616408.82,19917.7707,12596491.05,1889473.657,99.7738667,258769.1283,11/16/2020,Entertainment
NFLX,2020,203.9211059,49709109.21,50853000,103700000,1653763.355,1143890.791,40765141.48,48055345.85,96355.8806,47958989.97,7193848.496,97.7505933,64488.74599,10/9/2020,Entertainment
TSLA,2020,104.3174677,42893445.8,42965000,44820000,387851.1914,71554.2012,36068710.06,42505594.61,71818.0608,42433776.55,6365066.482,99.83345932,76346.67753,3/19/2020,Automotive Technology
ORCL,2020,133.384734,7775466.19,7782000,10380000,236777.4124,6533.8098,6403251.84,7538688.778,5451.3185,7533237.459,1129985.619,99.91603945,421967.7846,12/30/2020,Technology
MSFT,2020,296,20029978.84,20250000,59940000,723526.9585,220021.1573,16379480.7,19306451.88,36474.5852,19269977.3,2890496.595,98.91347577,162099.0864,5/28/2020,Technology
GOOG,2020,74.15086888,9937927.704,10128000,7510000,277767.5319,190072.296,8201830.24,9660160.172,10948.1251,9649212.047,1447381.807,98.12329882,324202.0833,10/17/2020,Technology
NFLX,2020,200.0961175,56937368.19,58262000,116580000,2547249.624,1324631.812,46182064.64,54390118.56,58277.8104,54331840.75,8149776.113,97.72642235,56275.19309,6/14/2020,Entertainment
META,2020,103.1914315,36073156.24,36786000,37960000,68932.4044,712843.7585,30563841.21,36004223.84,46763.5942,35957460.24,5393619.036,98.06218736,89187.54146,12/16/2020,Communication Service
ORCL,2020,214.4694116,38144726.72,38495000,82560000,597950.2319,350273.2792,31863109.23,37546776.49,60765.6257,37486010.86,5622901.63,99.0900811,85223.58748,12/22/2020,Technology
TSLA,2020,225.691885,14678251.71,14923000,33680000,92358.2478,244748.2877,12378037.72,14585893.46,23496.1489,14562397.32,2184359.597,98.3599257,219998.6062,11/12/2020,Automotive Technology
AAPL,2020,103.7883396,45563278.61,46036000,47780000,471108.9116,472721.3932,38237965.41,45092169.7,106328.0313,44985841.66,6747876.25,98.97314842,71247.0219,11/2/2020,Technology
META,2020,88.88847417,52910128.67,53584000,47630000,2404501.735,673871.3325,42904480.91,50505626.93,29767.0371,50475859.9,7571378.984,98.74240196,61196.87033,7/12/2020,Communication Service
ORCL,2020,118.0232005,41474699.18,42068000,49650000,1545365.416,593300.8154,33914161.41,39929333.77,30320.3425,39899013.43,5984852.014,98.58966241,77976.72102,9/19/2020,Technology
AMZN,2020,77.71523869,23425695.36,23985000,18640000,949613.8788,559304.6358,19059803.2,22476081.49,52783.5992,22423297.89,3363494.683,97.66810658,136841.0673,2/22/2020,Consumer Discretionary
META,2020,76.46714222,28797569.17,29019000,22190000,198200.7464,221430.8281,24301573.51,28599368.43,9281.9435,28590086.48,4288512.972,99.23694535,113085.5508,6/7/2020,Communication Service
GOOG,2020,98.46999971,33162671.06,34183000,33660000,1029976.526,1020328.941,27308384.06,32132694.53,5183.8719,32127510.66,4819126.599,97.01509832,95986.69514,3/22/2020,Technology
META,2020,93.12977099,32185041.84,32750000,30500000,955245.1382,564958.1573,26503844.74,31229796.7,48802.8879,31180993.82,4677149.073,98.27493692,100191.0382,5/24/2020,Communication Service
MSFT,2020,155.8560114,40075212.25,40531000,63170000,872631.185,455787.7512,33255651.44,39202581.06,78285.2478,39124295.82,5868644.372,98.87545891,80937.5145,2/17/2020,Technology
META,2020,95.05672934,24847038.68,24943000,23710000,1235528.527,95961.3246,20030029.79,23611510.15,46769.2227,23564740.93,3534711.139,99.61527753,131581.4938,8/21/2020,Communication Service
GOOG,2020,269.091436,40847701.67,41406000,111420000,2020524.123,558298.3291,32991266.94,38827177.55,13922.3252,38813255.22,5821988.284,98.65164872,79225.01328,1/7/2020,Technology
BABA,2020,240.7873102,20336925.54,20678000,49790000,885412.7124,341074.4558,16516589.4,19451512.83,20231.1854,19431281.65,2914692.247,98.35054427,158741.8367,9/29/2020,Consumer Discretionary
NFLX,2020,105.5159238,55407364.13,57053000,60200000,400452.1185,1645635.873,46668347.08,55006912.01,102974.2643,54903937.74,8235590.662,97.11560151,57469.82981,8/22/2020,Entertainment
ORCL,2020,54.75903834,54530291.67,54822000,30020000,1555333.77,291708.3262,44941631.75,52974957.9,102449.959,52872507.95,7930876.192,99.46789915,59812.65368,9/13/2020,Technology
TSLA,2020,154.9960661,7424472.701,7626000,11820000,361923.6318,201527.2986,5987102.508,7062549.07,18899.0601,7043650.01,1056547.501,97.35736561,430601.744,11/10/2020,Automotive Technology
NVDA,2020,193.7723226,38786253.13,39758000,77040000,593220.9801,971746.8688,32443181.63,38193032.15,24583.1704,38168448.98,5725267.347,97.55584569,82513.09674,3/27/2020,Technology
BABA,2020,167.516525,26132924.86,26475000,44350000,137891.6083,342075.1377,22049238.24,25995033.25,54752.9707,25940280.28,3891042.043,98.70793149,123961.6242,1/5/2020,Consumer Discretionary
NVDA,2020,60.93003453,20966783.24,21139000,12880000,349649.4542,172216.7627,17512706.41,20617133.78,13949.7669,20603184.02,3090477.602,99.18531263,155277.8088,9/13/2020,Technology
